	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	Q9UKV3				151.77079068994243	73.75	4.55	156.77174406331048				Single Protein		Q9UKV3	5	6	6	5	6	7	8	100.0	0	Doubtful
2	P68104				50.10910826932214	55.63	13.85	602.2553906010488	Oxidation of M(M276)	Oxidation of M(1)		Related Proteins	Q5VTE0	P68104, Q5VTE0	5	7	2	2	2	9	13	100.0	0	Doubtful
3	A6QL64_REVERSED				217.33109465032908	96.39	0.72	31.486774671568853				Related Proteins	Q5JPF3_REVERSED	A6QL64_REVERSED, Q5JPF3_REVERSED	1	2	1	1	2	1	3	99.03846153846155	1	Doubtful
4	P25440				88.006311905524	56.3	8.36	318.0089392126382	Oxidation of M(M180)	Oxidation of M(1)		Single Protein		P25440	5	8	7	5	7	6	10	100.0	0	Doubtful
5	P13489				49.94108720369384	72.23	2.39	142.7939944801755				Single Protein		P13489	1	1	1	1	1	1	1	100.0	0	Doubtful
6	P17844				69.10473382539206	71.5	3.42	194.0185067857623	Oxidation of M(M253, M256)	Oxidation of M(2)		Single Protein		P17844	2	4	3	1	3	3	6	100.0	0	Doubtful
7	Q14204				532.0718395312898	78.09	0.28	14.229529601284082	Oxidation of M(M4339)	Oxidation of M(1)		Single Protein		Q14204	1	2	2	1	2	1	2	100.0	0	Doubtful
8	P22314				117.77432920492443	58.6	4.16	122.45430346314508	Oxidation of M(M1015)	Oxidation of M(1)		Single Protein		P22314	3	3	3	3	3	3	3	100.0	0	Doubtful
9	P61964				36.56545229372351	69.16	7.19	182.98152586082375				Single Protein		P61964	1	1	1	1	1	1	2	100.0	0	Doubtful
10	P68363				50.119604615111854	68.51	23.5	404.7958296616678	Oxidation of M(M302)	Oxidation of M(1)		Related Proteins	P68366	P68363, P68366	9	10	0	0	0	16	18	100.0	0	Doubtful
11	P43243				94.56479778685481	75.56	4.49	245.07600857148933				Single Protein		P43243	3	4	4	3	4	6	6	100.0	0	Doubtful
12	Q9BV38				47.37500670859233	46.76	2.08	449.38110027584656				Single Protein		Q9BV38	1	1	1	1	1	2	2	100.0	0	Doubtful
13	Q7Z4V5				74.27222971678142	85.69	6.41	212.54836417541375				Single Protein		Q7Z4V5	3	7	7	3	7	5	9	100.0	0	Doubtful
14	Q07955				27.727814961380233	100.0	13.71	821.4493230848809				Single Protein		Q07955	3	3	3	3	3	5	5	100.0	0	Doubtful
15	P35606				102.42248428957403	69.09	2.1	82.36634722037081				Single Protein		P35606	1	1	1	1	1	1	1	100.0	0	Doubtful
16	P27348				27.746766754682028	79.59	14.69	473.9594951480765	Oxidation of M(M218)	Oxidation of M(1)		Single Protein		P27348	3	4	2	2	2	4	6	100.0	0	Doubtful
17	IP_200833_1				6.32925465016726	57.41	16.67	1131.774622916947				Single Protein		IP_200833_1	1	1	1	1	1	1	3	100.0	0	Doubtful
18	Q01130				25.461183837817952	100.0	3.62	276.54221555436715				Related Proteins	Q9BRL6	Q01130, Q9BRL6	1	1	0	0	1	2	2	100.0	0	Doubtful
19	P52272				77.46431371933258	78.36	6.85	379.08955816150166	Oxidation of M(M592, M596, M607, M611)	Oxidation of M(4)		Single Protein		P52272	4	8	8	4	8	7	12	100.0	0	Doubtful
20	Q14974				97.1080146943779	54.11	8.79	378.1414208341237	Oxidation of M(M1, M564)	Oxidation of M(2)		Single Protein		Q14974	6	8	8	6	8	8	10	100.0	0	Doubtful
21	Q14978				73.55963598521475	86.41	1.57	174.86646534339096				Single Protein		Q14978	1	6	6	1	6	2	9	100.0	0	Doubtful
22	Q14980				238.11522374594037	87.75	1.75	94.26861204033023	Oxidation of M(M1819)	Oxidation of M(1)		Single Protein		Q14980	3	6	6	3	6	5	9	100.0	0	Doubtful
23	O94776				74.97573718107209	83.08	1.65	101.01790022729774				Single Protein		O94776	1	2	2	1	2	1	2	100.0	0	Doubtful
24	Q9Y5B9				119.83841950983168	77.84	4.78	216.26266679941665	Oxidation of M(M352)	Oxidation of M(1)		Single Protein		Q9Y5B9	4	5	5	4	5	6	7	100.0	0	Doubtful
25	P08107				70.00903707472403	63.18	9.67	219.15043771656056	Oxidation of M(M549)	Oxidation of M(1)		Single Protein		P08107	5	8	6	3	6	8	11	100.0	0	Doubtful
26	Q13547				55.067726781189066	65.98	2.49	146.2101187500362				Related Proteins	Q92769	Q13547, Q92769	1	1	1	1	1	1	1	100.0	0	Doubtful
27	P62241				24.190162647298038	100.0	11.54	440.73915603977264				Single Protein		P62241	2	2	2	2	2	2	2	100.0	0	Doubtful
28	P67936				28.504491022601155	100.0	17.34	941.1462244486778	Oxidation of M(M105, M110)	Oxidation of M(2)		Single Protein		P67936	5	5	3	3	3	8	9	100.0	0	Doubtful
29	P62249				16.43504092989139	100.0	18.49	1186.0377897691294				Single Protein		P62249	3	3	3	3	3	4	4	100.0	0	Doubtful
30	P62258				29.155415999021855	100.0	18.43	639.1197870589817	Oxidation of M(M1, M33, M221)	Oxidation of M(3)		Single Protein		P62258	4	7	5	3	5	6	11	100.0	0	Doubtful
31	P29692				31.10278320777167	73.67	11.74	797.4782040482403				Single Protein		P29692	3	3	3	3	3	6	6	100.0	0	Doubtful
