	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	Q7Z4N2				182.0622402206764	90.14	0.5	165.33301576964956	Oxidation of M(M421)	Oxidation of M(1)		Single Protein		Q7Z4N2	1	2	2	1	2	1	5	15.032679738562093	0	Doubtful
2	P52272				77.46431371933258	84.66	5.62	1224.1688101282978	Oxidation of M(M457, M465, M486, M490, M607, M611)	Oxidation of M(6)		Single Protein		P52272	3	8	8	3	8	5	10	15.032679738562093	0	Doubtful
3	P81605				11.27682755014452	63.64	10.0	3412.9458255306226				Single Protein		P81605	1	1	1	1	1	1	1	15.032679738562093	0	Doubtful
4	P02538				60.00827426891604	76.95	17.55	1194.8554850530654	Oxidation of M(M242)	Oxidation of M(1)		Single Protein		P02538	12	15	3	3	3	25	31	15.032679738562093	0	Doubtful
5	P02533				51.52938407421822	87.29	19.07	1965.7326085714014	Oxidation of M(M391)	Oxidation of M(1)		Single Protein		P02533	8	8	1	1	1	14	16	15.032679738562093	0	Doubtful
6	Q04695				48.07604411698762	89.81	12.5	1881.4205939709193	Oxidation of M(M360)	Oxidation of M(1)		Single Protein		Q04695	5	6	2	1	3	8	13	15.032679738562093	0	Doubtful
7	P15924				331.5687042418961	96.38	0.42	86.34123880995432				Single Protein		P15924	1	5	5	1	5	1	9	15.032679738562093	0	Doubtful
8	P35527				62.02681468242336	68.38	18.78	2951.8331657432313	Oxidation of M(M269, M326)	Oxidation of M(2)		Single Protein		P35527	9	15	15	9	15	17	30	15.032679738562093	0	Doubtful
9	P07477				26.54108894082115	69.64	4.05	4166.968740473435				Single Protein		P07477	1	2	2	1	2	3	11	15.032679738562093	0	Doubtful
10	P08779				51.236202521320465	86.68	23.47	3773.9579689628904	Oxidation of M(M296)	Oxidation of M(1)		Single Protein		P08779	12	13	8	7	8	23	27	15.032679738562093	0	Doubtful
11	P22528				9.880934217351328	100.0	8.99	2684.339413338692				Related Proteins	P35321	P22528, P35321	1	1	1	1	1	1	1	15.032679738562093	0	Doubtful
12	P04259				60.03029098160933	76.95	14.89	1714.869340670015				Single Protein		P04259	10	14	2	1	2	24	31	15.032679738562093	0	Doubtful
13	P04264				65.99900087210398	69.25	26.55	4623.515072612915	Oxidation of M(M259, M262, M296, M493)	Oxidation of M(4)		Single Protein		P04264	20	23	19	16	19	48	63	15.032679738562093	0	Doubtful
14	P35030				32.50802898407952	73.68	5.59	2133.091140956639				Single Protein		P35030	2	3	3	2	3	3	4	15.032679738562093	0	Doubtful
15	P13647				62.33997694347283	73.56	8.98	1874.1175634683093	Oxidation of M(M274)	Oxidation of M(1)		Single Protein		P13647	8	9	3	3	3	18	25	15.032679738562093	0	Doubtful
16	P13645				58.79169361540863	71.92	27.4	3362.4635865439664	Oxidation of M(M306)	Oxidation of M(1)		Single Protein		P13645	13	18	13	11	16	24	36	15.032679738562093	0	Doubtful
17	Q86YZ3				282.2276283698903	55.93	7.16	145.01224136080265				Single Protein		Q86YZ3	3	4	4	3	4	6	7	15.032679738562093	0	Doubtful
18	P35908				65.39321717101762	93.11	28.64	2406.7284709193927	Oxidation of M(M257, M467)	Oxidation of M(2)		Single Protein		P35908	17	18	12	11	12	29	32	15.032679738562093	0	Doubtful
19	Q70E73				135.17127777747893	63.52	0.96	300.88943046239746				Single Protein		Q70E73	1	1	1	1	1	1	1	15.032679738562093	0	Doubtful
