	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	P33908				72.92227871827804	78.1	0.0	0.0				Single Protein		P33908	0	1	1	0	1	0	1	7.991803278688526	0	Doubtful
2	P68104				50.10910826932214	84.2	11.47	1277.7567710423534	Oxidation of M(M276)	Oxidation of M(1)		Related Proteins	Q5VTE0	P68104, Q5VTE0	4	5	5	4	5	8	9	7.991803278688526	0	Doubtful
3	Q5T750				26.21926892884959	58.4	3.2	1634.128385541289				Single Protein		Q5T750	1	1	1	1	1	2	2	7.991803278688526	0	Doubtful
4	O95155				146.0918561626345	83.1	0.0	0.0				Single Protein		O95155	0	1	1	0	1	0	1	7.991803278688526	0	Doubtful
5	Q5T749				64.09324036673164	55.61	7.08	1543.6254159486814				Single Protein		Q5T749	4	5	5	4	5	8	10	7.991803278688526	0	Doubtful
6	P02768				69.32149565531064	100.0	2.46	391.7614848752515				Single Protein		P02768	1	2	2	1	2	2	3	7.991803278688526	0	Doubtful
7	P52272				77.46431371933258	84.66	6.16	643.4270342206802	Oxidation of M(M457, M465, M592, M596, M607, M611)	Oxidation of M(6)		Single Protein		P52272	3	7	7	3	7	5	9	7.991803278688526	0	Doubtful
8	Q5D862				247.9278151013042	53.79	2.55	108.22182542918591				Single Protein		Q5D862	2	2	2	2	2	3	3	7.991803278688526	0	Doubtful
9	P81605				11.27682755014452	63.64	40.91	5396.514454156591				Single Protein		P81605	3	3	3	3	3	5	5	7.991803278688526	0	Doubtful
10	O00522				84.29444262479272	90.49	1.09	537.3485231734869				Single Protein		O00522	1	1	1	1	1	3	4	7.991803278688526	0	Doubtful
11	P02533				51.52938407421822	87.29	28.18	2028.8837300115345	Oxidation of M(M119, M272)	Oxidation of M(2)		Single Protein		P02533	12	12	4	4	4	26	26	7.991803278688526	0	Doubtful
12	P15924				331.5687042418961	96.38	1.32	79.03897684553999				Single Protein		P15924	3	11	11	3	11	3	13	7.991803278688526	0	Doubtful
13	P35527				62.02681468242336	68.38	47.67	3037.658873215615	Oxidation of M(M157, M245, M269, M276, M286, M411)	Oxidation of M(6)		Single Protein		P35527	30	33	33	30	33	73	86	7.991803278688526	0	Doubtful
14	P07477				26.54108894082115	69.64	4.05	2311.848297374304	Oxidation of M(M109)	Oxidation of M(1)		Single Protein		P07477	3	6	4	2	4	5	15	7.991803278688526	0	Doubtful
