	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	O14556				44.47278994794948	74.02	4.9	165.32601194480884				Single Protein		O14556	2	2	1	1	1	4	5	100.0	0	Doubtful
2	Q92530				29.798014149229743	53.51	20.3	413.73042185183306				Single Protein		Q92530	3	5	5	3	5	7	10	100.0	0	Confident
3	P68104				50.10910826932214	60.61	14.29	265.5719826837269	Oxidation of M(M276)	Oxidation of M(1)		Related Proteins	Q5VTE0	P68104, Q5VTE0	7	7	7	7	7	14	14	100.0	0	Confident
4	Q6Y2X3_REVERSED				78.51913161776937	64.96	1.99	76.23366106343963	Oxidation of M(M195)	Oxidation of M(1)		Single Protein		Q6Y2X3_REVERSED	1	1	1	1	1	2	2	98.80239520958084	1	Doubtful
5	Q9Y696				28.75374442494168	90.51	4.74	162.71216195358653				Single Protein		Q9Y696	1	1	1	1	1	2	2	100.0	0	Doubtful
6	Q9H4A4				72.54946048134059	69.23	16.62	170.21304042289674				Single Protein		Q9H4A4	8	9	9	8	9	14	16	100.0	0	Confident
7	O75348				13.749083045087946	100.0	13.56	174.43295328075166				Related Proteins	O95670	O75348, O95670	1	1	1	1	1	1	1	100.0	0	Doubtful
8	Q7Z4H3				23.375649791375086	100.0	6.86	201.79498516792842				Single Protein		Q7Z4H3	1	1	1	1	1	2	2	100.0	0	Doubtful
9	Q09666				628.6993855112892	92.46	0.19	3.562937248940401				Single Protein		Q09666	1	5	5	1	5	1	7	100.0	0	Doubtful
10	P61956				10.864363316841555	63.16	33.68	9706.450894902433				Single Protein		P61956	8	10	7	6	7	149	166	100.0	0	Confident
11	Q16881				70.86221675622504	84.13	5.08	63.430164829364244				Single Protein		Q16881	2	2	2	2	2	3	3	100.0	0	Confident
12	P61978				50.94440274865072	77.11	6.05	80.8236458918666				Single Protein		P61978	2	2	2	2	2	2	2	100.0	0	Doubtful
13	Q93052				65.7038329576853	44.44	4.41	102.91544243564348				Single Protein		Q93052	2	2	2	2	2	3	3	100.0	0	Confident
14	Q9BV20				39.12535086193247	66.12	6.23	207.90998471847172				Single Protein		Q9BV20	2	2	2	2	2	4	4	100.0	0	Confident
15	Q2TAL8				86.38187420825344	43.56	1.03	56.392023252407384				Single Protein		Q2TAL8	1	2	2	1	2	1	2	100.0	0	Doubtful
16	Q8WXH0				795.9435287591622	83.72	0.25	6.622615343349001				Single Protein		Q8WXH0	1	3	3	1	3	2	4	100.0	0	Doubtful
17	P12955				54.5129070696838	60.04	23.53	265.6767111273391				Single Protein		P12955	10	11	11	10	11	16	17	100.0	0	Confident
18	IP_200833_1				6.32925465016726	100.0	16.67	762.3366106343962				Single Protein		IP_200833_1	1	1	1	1	1	2	2	98.80239520958084	0	Doubtful
19	Q9UK76				16.004911273188526	57.14	9.74	367.55515155586954				Single Protein		Q9UK76	1	1	1	1	1	2	2	100.0	0	Doubtful
