	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
1	P48163				64.10906861395647	81.64	6.82	63.69737844813063					Single Protein		P48163	2	4	4	2	4	2	3	5	100.0	Doubtful
2	O14556				44.47278994794948	74.02	5.15	95.35420809855698	Oxidation of M(M303)	Oxidation of M(1)			Single Protein		O14556	1	1	1	1	1	1	2	2	100.0	Doubtful
3	P48147				80.64802916912808	94.65	12.39	129.2146819947793					Single Protein		P48147	7	7	7	7	7	7	14	14	100.0	Confident
4	Q92530				29.798014149229743	62.36	6.27	159.083402455884					Single Protein		Q92530	1	1	1	1	1	1	2	2	100.0	Doubtful
5	P68104				50.10910826932214	77.92	24.03	316.13030756670446	Oxidation of M(M102, M276)	Oxidation of M(2)			Related Proteins	Q5VTE0	P68104, Q5VTE0	9	12	12	9	12	9	26	27	100.0	Confident
6	Q9H4A4				72.54946048134059	73.08	32.92	500.27670053578305					Single Protein		Q9H4A4	20	25	25	20	25	20	60	63	100.0	Confident
7	Q7Z4H3				23.375649791375086	100.0	45.1	344.17660700447647	Oxidation of M(M50, M53, M56, M58)	Oxidation of M(4)			Single Protein		Q7Z4H3	7	7	7	7	7	7	12	12	100.0	Confident
8	K1C9_HUMAN				62.09190997979053	63.72	21.51	172.8676076217323	Oxidation of M(M245)	Oxidation of M(1)			Related Proteins	P35527	K1C9_HUMAN, P35527	8	8	8	8	8	8	13	15	100.0	Confident
9	P61970				14.469048408153427	100.0	38.58	332.3632240285661	Oxidation of M(M84)	Oxidation of M(1)			Single Protein		P61970	3	3	3	3	3	3	5	5	100.0	Confident
10	P61978				50.94440274865072	82.51	11.02	131.21604377960242					Single Protein		P61978	3	3	3	3	3	3	6	6	100.0	Confident
11	Q14247				61.548531657824725	80.18	7.09	116.65214346750905					Single Protein		Q14247	3	7	7	3	7	3	5	9	100.0	Confident
12	P01111				21.21551454778699	100.0	5.82	83.75025684846804					Related Proteins	P01112, P01116, RASH_HUMAN	P01111, P01112, P01116, RASH_HUMAN	1	1	1	1	1	1	1	1	100.0	Doubtful
13	Q86XP3				102.91186957670797	81.66	3.52	39.770850613971					Single Protein		Q86XP3	2	2	2	2	2	2	3	3	100.0	Confident
14	P12955				54.5129070696838	76.67	5.88	142.25227449997146					Single Protein		P12955	3	4	4	3	4	3	6	7	100.0	Confident
15	P61088				17.12697445361943	100.0	66.45	1072.252484746408	Oxidation of M(M64)	Oxidation of M(1)			Single Protein		P61088	12	13	13	12	13	12	42	47	100.0	Confident
16	P45877				22.748844191753236	53.77	6.13	277.69822007649924					Single Protein		P45877	1	1	1	1	1	1	2	2	100.0	Doubtful
17	Q9BUH6				21.62597076536685	100.0	25.49	258.6404990908572					Single Protein		Q9BUH6	4	5	5	4	5	4	6	7	100.0	Confident
18	P24941				33.90801967447553	100.0	44.63	352.3661756011578	Oxidation of M(M91, M266)	Oxidation of M(2)			Single Protein		P24941	14	17	15	12	15	12	33	37	100.0	Confident
19	P07737				15.04455603947334	100.0	53.57	526.0114346204141	Oxidation of M(M86, M114, M131)	Oxidation of M(3)			Single Protein		P07737	7	8	8	7	8	7	14	14	100.0	Confident
20	Q9UK76				16.004911273188526	72.73	9.74	565.3142337271593					Single Protein		Q9UK76	1	1	1	1	1	1	4	4	100.0	Doubtful
21	P50570				98.00316598653673	79.31	1.15	40.63876391363404					Single Protein		P50570	1	2	2	1	2	1	2	3	100.0	Doubtful
22	O43175				56.61440433066414	65.67	7.32	128.13789297815612					Single Protein		O43175	3	5	5	3	5	3	4	7	100.0	Confident
23	Q13614				73.33503016742652	83.2	2.64	29.586539335253196					Single Protein		Q13614	1	2	2	1	2	1	1	2	100.0	Doubtful
24	Q8NCW5				31.654245316715766	75.0	43.4	622.9506952110702					Single Protein		Q8NCW5	10	13	13	10	13	10	25	35	100.0	Confident
25	Q9NVX2				53.28709333430016	93.4	64.95	413.57524682627314	Oxidation of M(M293, M368, M450)	Oxidation of M(3)			Single Protein		Q9NVX2	25	26	26	25	26	25	74	79	100.0	Confident
26	P56545				48.914114397826346	74.16	3.82	71.94908429254754					Related Proteins	Q13363	P56545, Q13363	2	2	0	0	2	2	4	4	97.88359788359789	Doubtful
27	Q9Y508				25.677276445863136	85.09	5.26	81.59174507402298					Single Protein		Q9Y508	1	2	2	1	2	1	2	3	100.0	Doubtful
28	Q96HC4				63.90449003178593	67.45	6.88	164.06300315464824	Oxidation of M(M79)	Oxidation of M(1)			Single Protein		Q96HC4	4	5	5	4	5	4	8	9	100.0	Confident
29	Q08211				140.8691086990477	79.13	0.63	30.58705032726659					Single Protein		Q08211	1	2	2	1	2	1	3	3	100.0	Doubtful
30	Q15417				36.39078432195181	73.86	41.03	331.0687492977796	Oxidation of M(M168, M179, M193, M208, M247)	Oxidation of M(5)			Single Protein		Q15417	12	14	13	11	13	11	22	24	100.0	Confident
31	Q04760				20.764247798355434	100.0	25.54	243.74055729540564	Oxidation of M(M36)	Oxidation of M(1)			Single Protein		Q04760	4	4	4	4	4	4	6	6	100.0	Confident
32	NM_006916_1	Homo sapiens ribulose-5-phosphate-3-epimerase (RPE), transcript variant 2, mRNA|RPE|frame-2			7.411522400320081	100.0	26.76	222.94082456845717					Related Proteins	Q96AT9	NM_006916_1, Q96AT9	1	1	0	0	1	1	2	2	100.0	Doubtful
