	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
1	P02533				51.52938407421822	87.29	2.33	250.30398853528916					Related Proteins	P08779, P13646, P19012, P35900, Q04695	P02533, P08779, P13646, P19012, P35900, Q04695	2	2	2	2	2	2	2	2	100.0	Doubtful
2	TRY1_BOVIN				25.408419297583514	71.6	84.77	42324.42314387469					Single Protein		TRY1_BOVIN	39	41	38	36	38	36	338	388	100.0	Doubtful
3	P07478				26.471034287798968	47.77	3.24	464.52812286729346					Related Proteins	P35030	P07478, P35030	1	1	0	0	0	0	1	1	100.0	Doubtful
4	K1C10_HUMAN				59.48287701205572	61.72	27.15	1004.4894714458497					Related Proteins	P13645	K1C10_HUMAN, P13645	14	17	16	14	16	14	29	36	100.0	Doubtful
5	NM_021798_3	Homo sapiens interleukin 21 receptor (IL21R), transcript variant 1, mRNA|IL21R|frame-2			10.578320894287529	75.76	22.22	694.4460826702973					Related Proteins	NM_181078_3, NM_181079_4	NM_021798_3, NM_181078_3, NM_181079_4	1	2	2	1	2	1	1	3	100.0	Doubtful
6	NM_002699_2	Homo sapiens POU class 3 homeobox 1 (POU3F1), mRNA|POU3F1|frame-1			12.34919709550571	100.0	8.41	642.5248802276581					Single Protein		NM_002699_2	1	1	1	1	1	1	1	1	100.0	Doubtful
7	Q14CN4				55.842437763397974	87.08	2.35	145.65712327194794					Related Proteins	Q3SY84, Q7RTS7, Q86Y46	Q14CN4, Q3SY84, Q7RTS7, Q86Y46	1	1	1	1	1	1	1	1	100.0	Doubtful
8	Q6ZNL6				159.79111898474147	66.55	1.3	129.7172871403008					Single Protein		Q6ZNL6	1	1	1	1	1	1	2	3	100.0	Doubtful
9	ALBU_BOVIN				69.24844068501862	100.0	74.46	6284.126907057715					Single Protein		ALBU_BOVIN	66	69	64	61	69	66	431	474	100.0	Doubtful
10	Q53QZ3				54.51036837052351	87.58	4.42	154.84270762243113					Single Protein		Q53QZ3	1	1	1	1	1	1	1	1	100.0	Doubtful
11	K1C9_HUMAN				62.09190997979053	59.87	21.35	882.8803709978193					Related Proteins	P35527	K1C9_HUMAN, P35527	10	11	11	10	11	10	18	22	100.0	Doubtful
12	P81605				11.27682755014452	63.64	21.82	1473.2177610934161					Single Protein		P81605	2	2	2	2	2	2	2	2	100.0	Doubtful
13	O00522				84.29444262479272	79.21	1.09	619.3708304897245					Single Protein		O00522	1	1	1	1	1	1	6	11	100.0	Doubtful
14	K22E_HUMAN				65.82539290353346	75.19	28.99	663.5127548330508					Related Proteins	P35908	K22E_HUMAN, P35908	18	20	13	11	14	12	35	37	100.0	Doubtful
15	NM_001079877_11	Homo sapiens RAS p21 protein activator 4 (RASA4), transcript variant 2, mRNA|RASA4|frame-2			7.799182043486158	100.0	20.29	996.3791620921656					Related Proteins	NM_006989_11	NM_001079877_11, NM_006989_11	1	2	2	1	2	1	1	3	100.0	Doubtful
16	P35030				32.50802898407952	65.46	3.29	613.8407337889233					Related Proteins	TRYP_PIG	P35030, TRYP_PIG	1	1	0	0	0	0	2	2	100.0	Doubtful
17	Q9NT68				307.5922031465283	61.86	0.72	65.53876280682499					Single Protein		Q9NT68	1	3	3	1	3	1	2	5	100.0	Doubtful
18	P04264				65.99900087210398	65.22	37.11	822.7128753457534					Single Protein		P04264	28	30	25	23	25	23	56	66	100.0	Doubtful
19	NM_020485_1	Homo sapiens Rh blood group, CcEe antigens (RHCE), transcript variant 1, mRNA|RHCE|frame-1			6.187401237747961	100.0	56.86	1348.0423957717535					Related Proteins	NM_138616_1, NM_138617_1, NM_138618_1	NM_020485_1, NM_138616_1, NM_138617_1, NM_138618_1	1	1	1	1	1	1	1	1	100.0	Doubtful
20	P13647				62.33997694347283	68.98	7.12	624.6843104994805					Single Protein		P13647	6	6	1	1	1	1	12	12	100.0	Doubtful
21	Q8NEZ3				151.48322668656363	80.48	1.27	231.87238510745166					Single Protein		Q8NEZ3	1	1	1	1	1	1	4	19	100.0	Doubtful
