	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	P26368				53.46719107479492	56.21	7.16	475.9249908662689				Single Protein		P26368	2	5	5	2	5	4	7	100.0	0	Doubtful
2	Q92522				22.47353260066597	100.0	7.04	609.541490649381				Single Protein		Q92522	1	1	1	1	1	2	2	100.0	0	Doubtful
3	Q12888				213.4426880477534	57.0	1.57	59.556118123081724				Single Protein		Q12888	2	2	2	2	2	2	2	100.0	0	Doubtful
4	P68104				50.10910826932214	55.63	14.94	511.7641409925137				Related Proteins	Q5VTE0	P68104, Q5VTE0	5	8	8	5	8	8	12	100.0	0	Doubtful
5	P53999				14.386410160891673	100.0	37.01	2896.5219654086723				Single Protein		P53999	4	9	9	4	9	13	19	100.0	0	Doubtful
6	Q7L014				117.28950353817042	94.18	3.1	184.11325806151223				Single Protein		Q7L014	3	6	6	3	6	4	8	100.0	0	Doubtful
7	Q9Y5U2				34.30462719879434	42.86	2.43	920.7967199171501				Single Protein		Q9Y5U2	1	2	2	1	2	2	4	100.0	0	Doubtful
8	O60841				138.74166111845895	84.43	20.33	374.5939058410777				Single Protein		O60841	19	22	22	19	22	34	40	100.0	0	Doubtful
9	Q15029				109.36628102068903	66.36	16.05	480.0233250794644				Single Protein		Q15029	12	17	17	12	17	23	29	100.0	0	Doubtful
10	O95197				112.54142600660994	58.62	1.07	183.12036319932037				Single Protein		O95197	1	1	1	1	1	2	2	100.0	0	Doubtful
11	P35659				42.6479204774305	100.0	3.47	173.1097833444242				Single Protein		P35659	1	1	1	1	1	1	1	100.0	0	Doubtful
12	P68400				45.11479898146644	71.61	15.6	534.450385325406				Related Proteins	Q8NEV1	P68400, Q8NEV1	5	5	5	5	5	7	7	100.0	0	Doubtful
13	P46777				34.34069411538556	88.22	4.71	247.771636466256				Single Protein		P46777	1	1	1	1	1	1	1	100.0	0	Doubtful
14	P68363				50.119604615111854	68.51	17.96	705.5702160145875				Related Proteins	P68366	P68363, P68366	7	7	0	0	0	12	13	100.0	0	Doubtful
15	P43243				94.56479778685481	75.56	3.78	195.2365977568694				Single Protein		P43243	2	2	2	2	2	3	3	100.0	0	Doubtful
16	P12109				108.46201121187289	70.04	1.36	72.93951545411133				Single Protein		P12109	1	1	1	1	1	1	22	100.0	0	Doubtful
17	Q96EV2				129.90575208877522	49.4	2.39	133.75584221323984				Single Protein		Q96EV2	2	2	2	2	2	2	2	100.0	0	Doubtful
18	P24534				24.74826223641773	73.78	14.67	1345.4128239203953				Single Protein		P24534	2	4	3	2	3	5	10	100.0	0	Doubtful
19	Q5JTH9				143.61109332804048	66.77	3.47	150.5386917548572				Single Protein		Q5JTH9	4	9	9	4	9	6	10	100.0	0	Doubtful
20	P68363				50.119604615111854	68.51	24.83	859.6077830166064				Related Proteins	Q71U36, Q9BQE3	P68363, Q71U36, Q9BQE3	9	9	0	0	0	16	17	100.0	0	Doubtful
21	P05388				34.251797655797155	59.94	3.47	272.7570115720969				Related Proteins	Q8NHW5	P05388, Q8NHW5	1	1	1	1	1	1	1	100.0	0	Doubtful
22	P61289				29.48755907553688	84.65	20.87	780.0004772786556				Single Protein		P61289	4	5	5	4	5	5	7	100.0	0	Doubtful
23	Q99460				105.76869447933281	70.83	1.36	167.74203812444205				Single Protein		Q99460	1	2	2	1	2	2	34	100.0	0	Doubtful
24	Q8N2W9				56.46770326582071	60.59	5.69	228.57805899351786				Single Protein		Q8N2W9	2	3	3	2	3	2	3	100.0	0	Doubtful
25	Q9Y4X5				64.07577472036868	63.2	3.95	212.60753958785725				Single Protein		Q9Y4X5	2	2	2	2	2	2	2	100.0	0	Doubtful
26	P19784				41.18712468290364	85.14	6.86	556.4243036070778				Single Protein		P19784	2	3	3	2	3	4	5	100.0	0	Doubtful
27	P08621				51.52583342220536	85.58	4.81	404.714269040892				Single Protein		P08621	2	7	7	2	7	3	9	100.0	0	Doubtful
28	O76094				74.55997123673659	76.3	9.84	342.7726904718135				Single Protein		O76094	5	6	6	5	6	7	10	100.0	0	Doubtful
29	P06454				12.195968941857553	47.75	32.43	31723.184353447545				Single Protein		P06454	6	6	6	6	6	35	35	100.0	0	Doubtful
30	P12270				267.1311125207239	71.9	25.65	266.7509027605387				Single Protein		P12270	53	69	69	53	69	100	123	100.0	0	Doubtful
31	Q8WVV9				60.04487467721004	78.6	2.77	128.546868820117				Single Protein		Q8WVV9	1	1	1	1	1	1	2	98.68421052631578	0	Doubtful
32	P46060				63.502304200414855	60.31	1.87	151.67329148168005				Single Protein		P46060	1	1	1	1	1	1	1	100.0	0	Doubtful
33	P13984				28.362837745813906	79.12	8.43	391.06125755517513				Single Protein		P13984	2	3	3	2	3	2	3	100.0	0	Doubtful
34	P29083				49.421016509644765	62.87	3.42	186.54071481080194				Single Protein		P29083	1	1	1	1	1	1	1	100.0	0	Doubtful
35	P62736				41.98180582315059	64.72	11.41	265.6667762580212				Related Proteins	P63267, P68032, P68133	P62736, P63267, P68032, P68133	3	6	1	1	1	5	7	100.0	0	Doubtful
36	Q9NWH9				117.0785174001559	87.81	0.87	69.65254158171575				Single Protein		Q9NWH9	1	3	3	1	3	1	4	98.68421052631578	0	Doubtful
37	Q14974				97.1080146943779	54.11	3.08	162.8331992161181				Single Protein		Q14974	2	3	3	2	3	2	4	100.0	0	Doubtful
38	O75643				244.35261769115783	76.03	7.72	148.5312314608936				Single Protein		O75643	13	15	15	13	15	19	21	100.0	0	Doubtful
39	O94776				74.97573718107209	83.08	4.04	268.24863121553335				Single Protein		O94776	2	2	2	2	2	3	3	100.0	0	Doubtful
40	Q9UJX6				93.76884007973463	65.82	1.82	94.21795174769096				Single Protein		Q9UJX6	1	1	1	1	1	1	1	100.0	0	Doubtful
41	Q9UJX3				66.81284269657043	67.11	7.35	487.078533117094				Single Protein		Q9UJX3	4	4	4	4	4	7	7	100.0	0	Doubtful
