	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	Q92538				206.3146113362693	69.71	0.59	6.4662077206602255				Single Protein		Q92538	1	1	1	1	1	1	1	100.0	0	Doubtful
2	Q86XI2				130.87607918483545	85.21	1.49	17.695666609697952				Single Protein		Q86XI2	1	1	1	1	1	2	2	100.0	0	Doubtful
3	P68104				50.10910826932214	65.8	30.52	595.7993925653017				Related Proteins	Q5VTE0	P68104, Q5VTE0	11	13	13	11	13	113	121	100.0	0	Confident
4	Q7Z4Q2				74.53498432741988	65.29	3.53	34.55188034417304				Single Protein		Q7Z4Q2	2	2	2	2	2	3	3	100.0	0	Confident
5	P40227				57.987597263605494	86.44	3.95	19.835338716099344				Single Protein		P40227	1	2	2	1	2	1	2	100.0	0	Doubtful
6	Q9UKS6				48.45682824485858	93.4	12.5	57.26050610496601				Single Protein		Q9UKS6	4	4	4	4	4	6	6	100.0	0	Confident
7	Q9Y678				97.65546641266018	87.99	5.15	45.31267402810799				Single Protein		Q9Y678	4	5	4	3	5	9	11	100.0	0	Confident
8	Q8WX92				65.6554114594879	80.86	1.72	17.27594017208652				Single Protein		Q8WX92	1	2	2	1	2	1	2	100.0	0	Doubtful
9	Q96QR8				33.22047814138894	66.35	4.17	87.96541517574488				Single Protein		Q96QR8	1	1	1	1	1	2	2	100.0	0	Doubtful
10	P61981				28.28491273516427	100.0	19.43	100.34111629864827				Single Protein		P61981	3	3	2	2	2	5	5	100.0	0	Confident
11	P60660				16.91913314499716	82.12	19.21	90.44126295387017				Single Protein		P60660	2	2	2	2	2	2	2	100.0	0	Doubtful
12	Q96A49				39.90886348129711	59.09	4.26	77.15610568381014				Single Protein		Q96A49	1	1	1	1	1	2	2	100.0	0	Doubtful
13	P22314				117.77432920492443	78.26	3.88	18.242008229068407				Single Protein		P22314	3	7	7	3	7	3	8	100.0	0	Confident
14	P61978				50.94440274865072	82.51	9.72	87.38972528585127				Single Protein		P61978	3	5	5	3	5	6	12	100.0	0	Confident
15	Q9BUQ8				95.52389390005519	96.22	7.68	46.92603706903807				Single Protein		Q9BUQ8	5	8	8	5	8	9	13	100.0	0	Confident
16	P61923				20.185466194186752	61.02	10.73	84.30018954342219				Single Protein		P61923	1	1	1	1	1	1	1	100.0	0	Doubtful
17	Q01780				100.76767313881624	86.67	24.29	67.517534991584				Single Protein		Q01780	15	18	18	15	18	26	29	100.0	0	Confident
18	Q9NXR7				43.52382822824044	70.23	3.66	61.3092287588525				Single Protein		Q9NXR7	1	1	1	1	1	2	2	100.0	0	Doubtful
19	Q9H568				41.33374636843982	78.69	4.1	31.612571078783322				Single Protein		Q9H568	1	1	1	1	1	1	1	100.0	0	Doubtful
20	Q3B726				37.40882846161325	55.03	2.66	84.30018954342219				Single Protein		Q3B726	1	1	1	1	1	2	2	100.0	0	Doubtful
21	O75534				88.82887199839485	92.36	1.5	11.901203229659602				Single Protein		O75534	1	3	3	1	3	1	3	100.0	0	Doubtful
22	P35606				102.42248428957403	81.9	1.1	24.540216902128297				Single Protein		P35606	1	1	1	1	1	2	2	100.0	0	Doubtful
23	Q86XP3				102.91186957670797	78.78	12.9	42.0472158612848				Single Protein		Q86XP3	8	10	10	8	10	14	15	100.0	0	Confident
24	Q9Y6E2				48.13197294235554	93.08	13.84	125.66562861293913				Single Protein		Q9Y6E2	5	7	7	5	7	9	13	100.0	0	Confident
25	Q92598				96.80365728513797	88.58	3.26	28.8479736080152				Single Protein		Q92598	2	2	2	2	2	3	5	100.0	0	Confident
26	P27348				27.746766754682028	100.0	22.45	218.01061263147872				Single Protein		P27348	4	4	3	3	3	11	11	100.0	0	Confident
27	IP_200833_1				6.32925465016726	100.0	16.67	168.60037908684438				Single Protein		IP_200833_1	1	1	1	1	1	1	1	100.0	0	Doubtful
28	Q9UK59				61.51626222462637	65.99	7.72	101.68167192350923				Single Protein		Q9UK59	3	3	3	3	3	6	6	100.0	0	Confident
29	P53618				107.0737488352521	79.43	7.66	53.08292717855078				Single Protein		P53618	5	7	7	5	7	12	14	100.0	0	Confident
30	P53611				36.900306464953104	52.87	3.32	104.05051966502397				Single Protein		P53611	1	1	1	1	1	2	2	100.0	0	Doubtful
31	P53621				138.25788661556308	85.54	1.06	8.246757672726083				Single Protein		P53621	1	2	2	1	2	1	2	100.0	0	Doubtful
32	Q99873				41.48853521712523	89.2	3.32	28.27459773506086				Single Protein		Q99873	1	1	1	1	1	1	1	100.0	0	Doubtful
33	P41236				23.000854799999733	64.39	5.37	137.94576470741814				Related Proteins	Q6NXS1	P41236, Q6NXS1	1	2	2	1	2	2	3	100.0	0	Doubtful
34	O43143				90.87516566013836	74.34	1.51	26.856697553656627				Single Protein		O43143	1	2	2	1	2	2	3	100.0	0	Doubtful
35	P17980				49.172456381985356	92.48	13.44	89.32497916645377				Single Protein		P17980	5	6	6	5	6	8	9	100.0	0	Confident
36	Q9Y4R8				91.68914823057254	79.33	1.55	13.137691876896966				Single Protein		Q9Y4R8	1	1	1	1	1	1	2	100.0	0	Doubtful
37	Q6DKI1				28.643086427423736	100.0	6.5	37.00983931174633	Oxidation of M(M228)	Oxidation of M(1)		Single Protein		Q6DKI1	1	3	3	1	3	1	3	100.0	0	Doubtful
