	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	O45431_REVERSED	Uncharacterized protein (O45431_REVERSED_CAEEL)-REVERSED			40.580540326003735	86.08	0.0	0.0				Single Protein		O45431_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
2	Y58A7A.5_3	ref_frame-1|Y58A7A.5alt_frame-2			8.617592537321977	100.0	0.0	0.0				Single Protein		Y58A7A.5_3	0	1	1	0	1	0	2	0.0	0	Doubtful
3	F28D1.9_2_REVERSED	ref_frame-2|F28D1.9alt_frame-3-REVERSED			5.6271265536335235	100.0	0.0	0.0				Single Protein		F28D1.9_2_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
4	Y58A7A.5_2	ref_frame-1|Y58A7A.5alt_frame-2			9.721362376589367	100.0	0.0	0.0				Single Protein		Y58A7A.5_2	0	1	1	0	1	0	1	0.0	0	Doubtful
5	Q93829	Uncharacterized protein (Q93829_CAEEL)	CELE_F59C6.3		22.885041237032635	36.06	0.0	0.0				Single Protein		Q93829	0	1	1	0	1	0	1	0.0	0	Doubtful
6	Q9TYS1	Uncharacterized protein (Q9TYS1_CAEEL)	CELE_D1037.1		89.6548989764535	91.73	0.0	0.0				Single Protein		Q9TYS1	0	2	2	0	2	0	2	0.0	0	Doubtful
7	Q9XXF7_REVERSED	Insulin/EGF-Receptor L Domain protein (Q9XXF7_REVERSED_CAEEL)-REVERSED			58.541834880218644	52.67	0.0	0.0				Single Protein		Q9XXF7_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
8	O17013_REVERSED	Nuclear Hormone Receptor family (O17013_REVERSED_CAEEL)-REVERSED			45.0488801479841	70.18	0.0	0.0				Single Protein		O17013_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
9	Q9TYS3	Ferritin (Q9TYS3_CAEEL)	ftn-2	I	19.58070075291597	87.65	0.0	0.0				Single Protein		Q9TYS3	0	1	1	0	1	0	1	0.0	0	Doubtful
10	Q9U2X0_REVERSED	Protein arginine N-methyltransferase 1 (ANM1_CAEEL)-REVERSED			39.74564687960859	92.53	0.0	0.0				Single Protein		Q9U2X0_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
11	H2L0D2_REVERSED	Uncharacterized protein (H2L0D2_REVERSED_CAEEL)-REVERSED			59.79996656315624	52.55	0.0	0.0				Related Proteins	H2L0D3_REVERSED, Q8MXF4_REVERSED	H2L0D2_REVERSED, H2L0D3_REVERSED, Q8MXF4_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
12	F30H5.3_6	ref_frame-1|F30H5.3alt_frame-2			8.773371950092576	71.25	0.0	0.0				Single Protein		F30H5.3_6	0	1	1	0	1	0	1	0.0	0	Doubtful
13	P34365_REVERSED	Uncharacterized protein C48B4.11 (YLHA_CAEEL)-REVERSED			35.96315797828582	32.9	0.0	0.0				Single Protein		P34365_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
14	C6KRI9_REVERSED	Uncharacterized protein (C6KRI9_REVERSED_CAEEL)-REVERSED			263.9990871533381	81.0	0.0	0.0				Related Proteins	Q22847_REVERSED, X5M5W2_REVERSED, X5M900_REVERSED	C6KRI9_REVERSED, Q22847_REVERSED, X5M5W2_REVERSED, X5M900_REVERSED	0	7	7	0	7	0	7	0.0	1	Doubtful
15	F41E6.4a_3_REVERSED	ref_frame-3|F41E6.4alt_frame-1-REVERSED			6.000124522111533	100.0	0.0	0.0				Single Protein		F41E6.4a_3_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
16	Q95QD1_REVERSED	Transmembrane protein 135 homolog (TM135_CAEEL)-REVERSED			50.43258388832687	53.03	0.0	0.0				Single Protein		Q95QD1_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
17	F36H12.5_2	ref_frame-1|F36H12.5alt_frame-2			7.017990312251984	100.0	0.0	0.0				Single Protein		F36H12.5_2	0	3	3	0	3	0	4	0.0	0	Doubtful
18	Q9TZ57	COLlagen (Q9TZ57_CAEEL)	col-69	II	41.36456299674041	51.27	0.0	0.0				Single Protein		Q9TZ57	0	1	1	0	1	0	1	0.0	0	Doubtful
19	C43E11.3b_2_REVERSED	ref_frame-1|C43E11.3alt_frame-2-REVERSED			13.702296746273314	100.0	0.0	0.0				Single Protein		C43E11.3b_2_REVERSED	0	4	4	0	4	0	4	0.0	1	Doubtful
20	O02169_REVERSED	Uncharacterized protein (O02169_REVERSED_CAEEL)-REVERSED			84.39224879782348	63.82	0.0	0.0				Single Protein		O02169_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
21	Q8WTL6_REVERSED	Uncharacterized protein (Q8WTL6_REVERSED_CAEEL)-REVERSED			98.37816305922448	86.5	0.0	0.0				Single Protein		Q8WTL6_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
22	Q86D09_REVERSED	COLlagen (Q86D09_REVERSED_CAEEL)-REVERSED			77.83115660239791	46.22	0.0	0.0				Single Protein		Q86D09_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
23	Q9U2C4_REVERSED	Probable N-acetylgalactosaminyltransferase 9 (GALT9_CAEEL)-REVERSED			66.38740306859073	63.39	0.0	0.0				Single Protein		Q9U2C4_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
24	Q56VY1_REVERSED	Nematode Specific Peptide family, group A (Q56VY1_REVERSED_CAEEL)-REVERSED			3.7199493044789405	100.0	0.0	0.0				Single Protein		Q56VY1_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
25	Q23422_REVERSED	COLlagen (Q23422_REVERSED_CAEEL)-REVERSED			32.859273685084304	21.28	0.0	0.0				Single Protein		Q23422_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
26	Y43F8B.3d_5_REVERSED	ref_frame-1|Y43F8B.3alt_frame-2-REVERSED			6.198207970226511	100.0	0.0	0.0				Single Protein		Y43F8B.3d_5_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
27	Q9TYU5	Histone acetyltransferase Tip60 homolog (TIP60_CAEEL)	mys-1	V	53.10893381268353	89.3	0.0	0.0				Single Protein		Q9TYU5	0	1	1	0	1	0	1	0.0	0	Doubtful
28	U4PCA0	Uncharacterized protein (U4PCA0_CAEEL)	CELE_T05C7.7		4.463255216300531	100.0	0.0	0.0				Single Protein		U4PCA0	0	2	2	0	2	0	2	0.0	0	Doubtful
29	Q22254_REVERSED	Uncharacterized protein (Q22254_REVERSED_CAEEL)-REVERSED			33.301576922380534	28.8	0.0	0.0				Single Protein		Q22254_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
30	O02592	Microtubule-associated protein (O02592_CAEEL)	ptl-1	III	49.38644233567541	65.12	0.0	0.0				Single Protein		O02592	0	1	1	0	1	0	1	0.0	0	Doubtful
31	P34706_REVERSED	Zinc finger protein sdc-3 (SDC3_CAEEL)-REVERSED			249.61405141189093	73.91	0.0	0.0				Single Protein		P34706_REVERSED	0	4	4	0	4	0	4	0.0	1	Doubtful
32	Y57A10B.3_1	ref_frame-1|Y57A10B.3alt_frame-2			6.45058846354763	61.4	0.0	0.0				Single Protein		Y57A10B.3_1	0	1	1	0	1	0	1	0.0	0	Doubtful
33	F12F3.1b_4	ref_frame-2|F12F3.1alt_frame-3			11.029659376071528	48.42	0.0	0.0				Single Protein		F12F3.1b_4	0	1	1	0	1	0	1	0.0	0	Doubtful
34	F23B2.6_2_REVERSED	ref_frame-1|F23B2.6alt_frame-2-REVERSED			9.306619644165027	100.0	0.0	0.0				Single Protein		F23B2.6_2_REVERSED	0	1	1	0	1	0	2	0.0	1	Doubtful
35	G2HK03_REVERSED	Prion-like-(Q/N-rich)-domain-bearing protein (G2HK03_REVERSED_CAEEL)-REVERSED			164.17065054216616	65.86	0.0	0.0				Single Protein		G2HK03_REVERSED	0	2	2	0	2	0	2	0.0	1	Doubtful
36	F54D1.5_2_REVERSED	ref_frame-1|F54D1.5alt_frame-2-REVERSED			6.265590393013663	100.0	0.0	0.0				Single Protein		F54D1.5_2_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
37	Q9TYV5	NucleOLar protein (Q9TYV5_CAEEL)	nol-1	II	73.85921008030454	74.4	0.0	0.0				Single Protein		Q9TYV5	0	2	2	0	2	0	3	0.0	0	Doubtful
38	Q20352	ALdehyde deHydrogenase (Q20352_CAEEL)	alh-11	III	75.35999247875547	57.64	0.0	0.0				Related Proteins	Q8MNS6	Q20352, Q8MNS6	0	1	1	0	1	0	1	0.0	0	Doubtful
39	K03H1.10.2_1	ref_frame-1|K03H1.10alt_frame-2			5.450811427092401	100.0	0.0	0.0				Single Protein		K03H1.10.2_1	0	1	1	0	1	0	2	3.0303030303030276	0	Doubtful
40	Y57G11B.6_1	ref_frame-2|Y57G11B.6alt_frame-3			6.866938810912356	57.89	0.0	0.0				Single Protein		Y57G11B.6_1	0	1	1	0	1	0	1	0.0	0	Doubtful
41	Q9XUS3_REVERSED	E3 ubiquitin-protein ligase parkin (Q9XUS3_REVERSED_CAEEL)-REVERSED			44.08782272814786	82.9	0.0	0.0				Related Proteins	V6CLF7_REVERSED	Q9XUS3_REVERSED, V6CLF7_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
42	Q19798_REVERSED	Uncharacterized protein (Q19798_REVERSED_CAEEL)-REVERSED			58.1214192029406	78.52	0.0	0.0				Single Protein		Q19798_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
43	C48D1.3_7_REVERSED	ref_frame-2|C48D1.3alt_frame-3-REVERSED			12.198004224556046	100.0	0.0	0.0				Single Protein		C48D1.3_7_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
44	A0A061ACG0	Uncharacterized protein (A0A061ACG0_CAEEL)	CELE_T25B9.6		66.59047366224392	50.75	0.0	0.0				Related Proteins	Q22769	A0A061ACG0, Q22769	0	1	1	0	1	0	1	0.0	0	Doubtful
45	C49C3.15_1	ref_frame-3|C49C3.15alt_frame-1			8.324390941494809	71.43	0.0	0.0				Single Protein		C49C3.15_1	0	1	1	0	1	0	1	0.0	0	Doubtful
46	A0A061AKU0	Uncharacterized protein (A0A061AKU0_CAEEL)	CELE_Y64G10A.7		167.98906983647385	57.58	0.0	0.0				Related Proteins	G5ECL0, G5EFX3, N1NTK8, N1NVB8	A0A061AKU0, G5ECL0, G5EFX3, N1NTK8, N1NVB8	0	3	3	0	3	0	3	0.0	0	Doubtful
47	Q9N5Z3	TOLl (Drosophila) family (Q9N5Z3_CAEEL)	tol-1	I	136.00722102033495	52.66	0.0	0.0				Single Protein		Q9N5Z3	0	1	1	0	1	0	1	0.0	0	Doubtful
48	Q17765_REVERSED	JuMonJi (Transcription factor) Domain protein (Q17765_REVERSED_CAEEL)-REVERSED			67.15059269120574	56.23	0.0	0.0				Single Protein		Q17765_REVERSED	0	1	1	0	1	0	1	0.0	1	Doubtful
