	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Decoy	Validation
1	G5EFM8	Uncharacterized protein (G5EFM8_CAEEL)	CELE_F31C3.2		90.41932849675057	69.07	0.0	0.0				Related Proteins	G5EFR3	G5EFM8, G5EFR3	0	1	1	0	1	0	2	4.3824701195219085	0	Doubtful
2	T22A3.8_13_REVERSED	ref_frame-1|T22A3.8alt_frame-2-REVERSED			12.668449777001147	100.0	0.0	0.0				Single Protein		T22A3.8_13_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
3	Q17529_REVERSED	Bestrophin homolog 2 (BEST2_CAEEL)-REVERSED			49.952402117803985	82.42	0.0	0.0				Single Protein		Q17529_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
4	Q8WTJ9_REVERSED	Uncharacterized protein (Q8WTJ9_REVERSED_CAEEL)-REVERSED			36.8391662343145	75.07	0.0	0.0				Related Proteins	X5M5P7_REVERSED	Q8WTJ9_REVERSED, X5M5P7_REVERSED	0	2	0	0	0	0	3	8.499566348655685	1	Doubtful
5	T23B12.4_1	ref_frame-2|T23B12.4alt_frame-1			5.556715143749061	100.0	0.0	0.0				Single Protein		T23B12.4_1	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
6	Y11D7A.13_1_REVERSED	ref_frame-1|Y11D7A.13alt_frame-2-REVERSED			13.391011060621972	100.0	0.0	0.0				Single Protein		Y11D7A.13_1_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
7	Q7YX85	Uncharacterized protein (Q7YX85_CAEEL)	C30F2.5	X	26.752234614546786	100.0	0.0	0.0				Single Protein		Q7YX85	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
8	O61771_REVERSED	Uncharacterized protein (O61771_REVERSED_CAEEL)-REVERSED			144.3318342448458	64.1	0.0	0.0				Single Protein		O61771_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
9	Q7YWW9	B3GNT1, Beta-1,3-N-acetylGucosamiNylTransferase 1, homolog (Q7YWW9_CAEEL)	bgnt-1.5		46.97966251610733	92.31	0.0	0.0				Single Protein		Q7YWW9	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
10	F22E10.2_2_REVERSED	ref_frame-1|F22E10.2alt_frame-2-REVERSED			10.603690122245553	100.0	0.0	0.0				Single Protein		F22E10.2_2_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
11	F30H5.3_4	ref_frame-1|F30H5.3alt_frame-2			27.653246800108082	100.0	0.0	0.0				Single Protein		F30H5.3_4	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
12	O16729	Uncharacterized protein (O16729_CAEEL)	CELE_K09F6.4		92.08656806064891	77.7	0.0	0.0				Single Protein		O16729	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
13	G4S5K3	Uncharacterized protein (G4S5K3_CAEEL)	C46A5.5	IV	38.478124144076816	89.85	0.0	0.0				Related Proteins	Q18649	G4S5K3, Q18649	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
14	M04G7.3a_1	ref_frame-3|M04G7.3alt_frame-1			7.099744874684564	100.0	0.0	0.0				Single Protein		M04G7.3a_1	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
15	O16728	Protein-tyrosine-phosphatase (O16728_CAEEL)	CELE_K09F6.3		152.81615420532685	84.12	0.0	0.0				Single Protein		O16728	0	1	1	0	1	0	2	4.3824701195219085	0	Doubtful
16	ZK270.2a.1_20_REVERSED	ref_frame-3|ZK270.2alt_frame-1-REVERSED			5.831146848137122	100.0	0.0	0.0				Single Protein		ZK270.2a.1_20_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
17	Y22D7AR.2_2_REVERSED	ref_frame-1|Y22D7AR.2alt_frame-1-REVERSED			8.855630094241274	55.13	0.0	0.0				Single Protein		Y22D7AR.2_2_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
18	Q7Z2B3_REVERSED	Uncharacterized protein (Q7Z2B3_REVERSED_CAEEL)-REVERSED			18.151644115316916	58.02	0.0	0.0				Related Proteins	Q968Z0_REVERSED	Q7Z2B3_REVERSED, Q968Z0_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
19	Q18750	Uncharacterized protein (Q18750_CAEEL)	C50F7.6	IV	47.638699088861706	83.97	0.0	0.0				Related Proteins	W6RXR9	Q18750, W6RXR9	0	2	2	0	2	0	2	8.499566348655685	0	Doubtful
20	Q9N5Q0_REVERSED	BTB and MATH domain containing (Q9N5Q0_REVERSED_CAEEL)-REVERSED			34.48776607052742	85.43	0.0	0.0				Single Protein		Q9N5Q0_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
21	Q7K755_REVERSED	Putative polypeptide N-acetylgalactosaminyltransferase 11 (GLT11_CAEEL)-REVERSED			69.55277264541999	100.0	0.0	0.0				Single Protein		Q7K755_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
22	Y73B6BL.25_3_REVERSED	ref_frame-1|Y73B6BL.25alt_frame-3-REVERSED			5.922130846636471	100.0	0.0	0.0				Single Protein		Y73B6BL.25_3_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
23	G5EFD8_REVERSED	Palmitoyltransferase (G5EFD8_REVERSED_CAEEL)-REVERSED			49.22448494400244	67.05	0.0	0.0				Single Protein		G5EFD8_REVERSED	0	1	1	0	1	0	2	4.3824701195219085	1	Doubtful
24	Q10651	Beta-amyloid-like protein (A4_CAEEL)	apl-1	X	79.38454208655673	86.01	0.0	0.0				Single Protein		Q10651	0	1	1	0	1	0	2	8.499566348655685	0	Doubtful
25	T07D1.1a_2_REVERSED	ref_frame-1|T07D1.1alt_frame-2-REVERSED			9.357975292124058	100.0	0.0	0.0				Single Protein		T07D1.1a_2_REVERSED	0	1	1	0	1	0	2	4.3824701195219085	1	Doubtful
26	F48C1.1_2	ref_frame-1|F48C1.1alt_frame-2			8.166565240823385	100.0	0.0	0.0				Single Protein		F48C1.1_2	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
27	Q9TZ99_REVERSED	Nuclear hormone receptor family member nhr-121 (NH121_CAEEL)-REVERSED			52.91721240472408	79.83	0.0	0.0				Related Proteins	A8WJ04_REVERSED	A8WJ04_REVERSED, Q9TZ99_REVERSED	0	2	2	0	2	0	2	8.499566348655685	1	Doubtful
28	C38C3.7_1	ref_frame-1|C38C3.7alt_frame-2			10.281335530934284	100.0	0.0	0.0				Single Protein		C38C3.7_1	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
29	Q18115_REVERSED	26S proteasome non-ATPase regulatory subunit 1 (PSMD1_CAEEL)-REVERSED			105.9410560494188	92.33	0.0	0.0				Single Protein		Q18115_REVERSED	0	2	2	0	2	0	2	8.499566348655685	1	Doubtful
30	G5EEN8	t-SNARE protein aex-4 (AEX4_CAEEL)	aex-4	X	27.080827500675987	86.32	0.0	0.0				Single Protein		G5EEN8	0	2	2	0	2	0	2	8.499566348655685	0	Doubtful
31	C05D2.10a.2_3_REVERSED	ref_frame-1|C05D2.10alt_frame-2-REVERSED			20.033771851390487	81.61	0.0	0.0				Single Protein		C05D2.10a.2_3_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
32	Y57A10A.5_3	ref_frame-1|Y57A10A.5alt_frame-2			8.715497730107558	41.89	0.0	0.0				Single Protein		Y57A10A.5_3	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
33	Q10663_REVERSED	Bifunctional glyoxylate cycle protein (GCP_CAEEL)-REVERSED			108.56069269664299	91.63	0.0	0.0				Single Protein		Q10663_REVERSED	0	2	2	0	2	0	2	8.499566348655685	1	Doubtful
34	F53G12.5a.1_1	ref_frame-2|F53G12.5alt_frame-1			9.727029403743469	100.0	0.0	0.0				Single Protein		F53G12.5a.1_1	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
35	Q6BET0	Ligand-Gated ion Channel (Q6BET0_CAEEL)	lgc-36	V	62.348016689574756	93.84	0.0	0.0				Single Protein		Q6BET0	0	1	1	0	1	0	2	4.3824701195219085	0	Doubtful
36	Q21304	Uncharacterized protein (Q21304_CAEEL)	CELE_K07G5.5		39.42219541591134	73.85	0.0	0.0				Single Protein		Q21304	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
37	O17656_REVERSED	Serpentine Receptor, class W (O17656_REVERSED_CAEEL)-REVERSED			43.16391524295424	73.14	0.0	0.0				Single Protein		O17656_REVERSED	0	1	1	0	1	0	2	4.3824701195219085	1	Doubtful
38	ZK617.1a.1_38	ref_frame-2|ZK617.1alt_frame-3			9.410398376184176	100.0	0.0	0.0				Related Proteins	ZK617.1d.1_23	ZK617.1a.1_38, ZK617.1d.1_23	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
39	R08C7.6_1_REVERSED	ref_frame-1|R08C7.6alt_frame-2-REVERSED			5.4980405476388725	100.0	0.0	0.0				Single Protein		R08C7.6_1_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
40	O01592_REVERSED	Cysteine synthase 3 (CYSK3_CAEEL)-REVERSED			36.24483429265305	100.0	0.0	0.0				Related Proteins	R08E5.2b.2_2_REVERSED, R08E5.2b.3_1_REVERSED	O01592_REVERSED, R08E5.2b.2_2_REVERSED, R08E5.2b.3_1_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
41	P90838_REVERSED	tRNA-splicing ligase RtcB homolog (RTCB_CAEEL)-REVERSED			55.19456441909586	78.02	0.0	0.0				Single Protein		P90838_REVERSED	0	1	1	0	1	0	2	4.3824701195219085	1	Doubtful
42	Q19552_REVERSED	Serpentine receptor class alpha-29 (SRA29_CAEEL)-REVERSED			40.39560895135409	49.14	0.0	0.0				Single Protein		Q19552_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
43	C32D5.7_1	ref_frame-1|C32D5.7alt_frame-2			5.929017139407181	100.0	0.0	0.0				Single Protein		C32D5.7_1	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
44	O01253	C-type LECtin (O01253_CAEEL)	clec-183	IV	23.644960030666315	84.72	0.0	0.0				Single Protein		O01253	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
45	O02106	Uncharacterized protein (O02106_CAEEL)	mlt-8	II	30.522188785549137	100.0	0.0	0.0				Single Protein		O02106	0	1	1	0	1	0	2	4.3824701195219085	0	Doubtful
46	A9D2P7_REVERSED	Suppressor of Ectopic Unc-5 (A9D2P7_REVERSED_CAEEL)-REVERSED			75.34365024491562	81.99	0.0	0.0				Related Proteins	H2L0L8_REVERSED	A9D2P7_REVERSED, H2L0L8_REVERSED	0	2	2	0	2	0	2	4.3824701195219085	1	Doubtful
47	C29F3.1_3	ref_frame-1|C29F3.1alt_frame-2			5.350759693899642	100.0	0.0	0.0				Single Protein		C29F3.1_3	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
48	Q8MQ07_REVERSED	Trna (tRNA) Splicing ENdonuclease subunit related (Q8MQ07_REVERSED_CAEEL)-REVERSED			23.2405617345815	84.58	0.0	0.0				Single Protein		Q8MQ07_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
49	Q22647	Mitochondrial import inner membrane translocase subunit TIM50 (TIM50_CAEEL)	scpl-4	V	51.34604644565389	91.37	0.0	0.0				Single Protein		Q22647	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
50	A0A0K3AS73_REVERSED	Myotonic dystrophy-Related, Cdc42-binding Kinase homolog (A0A0K3AS73_REVERSED_CAEEL)-REVERSED			148.48843629541412	82.14	0.0	0.0				Related Proteins	A0A0K3AUZ7_REVERSED, A0A0K3AVQ9_REVERSED, O01583_REVERSED	A0A0K3AS73_REVERSED, A0A0K3AUZ7_REVERSED, A0A0K3AVQ9_REVERSED, O01583_REVERSED	0	1	1	0	1	0	11	8.499566348655685	1	Doubtful
51	C07E3.2.1_4_REVERSED	ref_frame-2|C07E3.2alt_frame-3-REVERSED			15.50500678144242	100.0	0.0	0.0				Single Protein		C07E3.2.1_4_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
52	Y73B6BL.33_2_REVERSED	ref_frame-1|Y73B6BL.33alt_frame-2-REVERSED			6.173402694299943	100.0	0.0	0.0				Single Protein		Y73B6BL.33_2_REVERSED	0	1	1	0	1	0	1	4.3824701195219085	1	Doubtful
53	Q22649	Uncharacterized protein (Q22649_CAEEL)	CELE_T21C9.6		139.96912653008087	94.9	0.0	0.0				Single Protein		Q22649	0	1	1	0	1	0	1	4.3824701195219085	0	Doubtful
54	Q9TYZ8_REVERSED	Uncharacterized protein (Q9TYZ8_REVERSED_CAEEL)-REVERSED			79.54281811696102	95.2	0.0	0.0				Single Protein		Q9TYZ8_REVERSED	0	1	1	0	1	0	3	4.3824701195219085	1	Doubtful
55	P34706_REVERSED	Zinc finger protein sdc-3 (SDC3_CAEEL)-REVERSED			249.61405141189093	82.14	0.0	0.0				Single Protein		P34706_REVERSED	0	3	3	0	3	0	3	8.499566348655685	1	Doubtful
