	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
1	P29692				31.10278320777167	100.0	4.27	932.689378634776					Single Protein		P29692	1	1	1	1	1	1	1	1	5.949367088607593	Doubtful
2	P68104				50.10910826932214	84.2	7.58	1010.6132984435941					Related Proteins	Q5VTE0	P68104, Q5VTE0	2	2	2	2	2	2	2	2	5.949367088607593	Doubtful
3	Q0VFZ6				66.3614435147229	100.0	1.45	949.5859253491741					Single Protein		Q0VFZ6	1	1	1	1	1	1	2	2	5.949367088607593	Doubtful
4	P49458				10.105110978329646	100.0	12.79	3047.5083185624653					Single Protein		P49458	1	1	1	1	1	1	1	1	5.949367088607593	Doubtful
5	P06748				32.55484168905772	78.57	21.09	3214.615556809759					Single Protein		P06748	3	4	4	3	4	3	5	7	5.949367088607593	Doubtful
6	P07437				49.63897134453148	72.07	17.12	1295.9157604957115					Related Proteins	P68371, Q13885, Q9BVA1	P07437, P68371, Q13885, Q9BVA1	6	6	0	0	0	0	7	7	5.949367088607593	Doubtful
7	O60814				13.881562581550394	100.0	8.73	4160.090720577334					Related Proteins	P06899, P23527, P33778, P57053, P58876, P62807, Q16778, Q5QNW6, Q8N257, Q93079, Q96A08, Q99877, Q99879, Q99880	O60814, P06899, P23527, P33778, P57053, P58876, P62807, Q16778, Q5QNW6, Q8N257, Q93079, Q96A08, Q99877, Q99879, Q99880	1	2	2	1	2	1	2	3	5.949367088607593	Doubtful
8	P24534				24.74826223641773	85.78	6.67	1357.9570745926012					Single Protein		P24534	1	1	1	1	1	1	1	1	5.949367088607593	Doubtful
9	P19338				76.568358644663	83.24	12.54	1205.2648623195496					Single Protein		P19338	8	9	9	8	9	8	8	10	5.949367088607593	Doubtful
10	P52597				45.6428553239703	69.64	5.06	906.8709875306992					Single Protein		P52597	1	1	1	1	1	1	1	1	5.949367088607593	Doubtful
11	P68363				50.119604615111854	73.84	7.76	1180.5662855692435					Related Proteins	Q71U36, Q9BQE3	P68363, Q71U36, Q9BQE3	2	4	4	2	4	2	2	4	5.949367088607593	Doubtful
12	P07437				49.63897134453148	72.07	15.77	808.647179911087					Related Proteins	Q13509, Q13885, Q9BVA1	P07437, Q13509, Q13885, Q9BVA1	5	5	0	0	0	0	5	5	5.949367088607593	Doubtful
13	TRY1_BOVIN				25.408419297583514	82.3	59.67	35933.350884084975					Single Protein		TRY1_BOVIN	12	12	12	12	12	12	45	49	5.949367088607593	Doubtful
14	P60709				41.709730139029176	100.0	10.13	1980.2031829948112					Related Proteins	P63261	P60709, P63261	3	3	3	3	3	3	4	4	5.949367088607593	Doubtful
15	P52272				77.46431371933258	84.66	2.19	424.0869181171069					Single Protein		P52272	1	1	1	1	1	1	1	1	5.949367088607593	Doubtful
16	Q08945				81.02442027045807	93.09	2.12	397.09956878238194					Single Protein		Q08945	1	1	1	1	1	1	1	1	5.949367088607593	Doubtful
17	Q92688				28.77030858058959	65.74	5.18	1588.3982751295277					Single Protein		Q92688	1	1	1	1	1	1	1	1	5.949367088607593	Doubtful
18	Q9Y5B9				119.83841950983168	89.97	1.81	556.4452556186243					Single Protein		Q9Y5B9	1	2	2	1	2	1	2	3	5.949367088607593	Doubtful
19	P21333				280.56387321173065	80.7	10.62	571.0087442938985					Single Protein		P21333	21	23	23	21	23	21	28	32	5.949367088607593	Doubtful
